,CRIME_TYPE,HUNDRED_BLOCK,MONTH,YEAR
15730,Theft from Motor Vehicle,7700 ANVIL WAY     ,8,2014
15731,Break and Enter - Residence,10500 140TH ST     ,8,2014
15732,Theft from Motor Vehicle,13400 108TH AVE     ,8,2014
15733,Theft of Motor Vehicle,16900 104TH AVE     ,8,2014
15734,Theft from Motor Vehicle,6600 121ST ST     ,8,2014
15735,Theft from Motor Vehicle,6800 191ST ST     ,8,2014
15736,Theft of Motor Vehicle,13300 76TH AVE     ,8,2014
15737,Theft from Motor Vehicle,2900 145A ST     ,8,2014
15738,Theft from Motor Vehicle,8300 128TH ST     ,8,2014
15739,Theft of Motor Vehicle,2800 130TH ST     ,8,2014
15740,Break and Enter - Residence,6500 196TH ST     ,8,2014
15741,Theft of Motor Vehicle,13300 102A AVE     ,8,2014
15742,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
15743,Theft from Motor Vehicle,7000 120TH ST     ,8,2014
15744,Theft from Motor Vehicle,13300 76TH AVE     ,8,2014
15745,Theft of Motor Vehicle,2600 128TH ST     ,8,2014
15746,Theft from Motor Vehicle,12600 24A AVE     ,8,2014
15747,Theft of Motor Vehicle,7100 150TH ST     ,8,2014
15748,Theft from Motor Vehicle,10000 160TH ST     ,8,2014
15749,Theft from Motor Vehicle,11500 140TH ST     ,8,2014
15750,Theft of Motor Vehicle,14300 103RD AVE     ,8,2014
15751,Theft from Motor Vehicle,15200 104TH AVE     ,8,2014
15752,Theft of Motor Vehicle,9900 149TH ST     ,8,2014
15753,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
15754,Theft from Motor Vehicle,9500 140TH ST     ,8,2014
15755,Theft from Motor Vehicle,10100 152ND ST     ,8,2014
15756,Break and Enter - Residence,13700 67TH AVE     ,8,2014
15757,Theft of Motor Vehicle,13100 64TH AVE     ,8,2014
15758,Theft from Motor Vehicle,2800 156TH ST     ,8,2014
15759,Theft of Motor Vehicle,15000 86TH AVE     ,8,2014
15760,Break and Enter - Residence,2400 168TH ST     ,8,2014
15761,Shoplifting,8900 152ND ST     ,8,2014
15762,Theft from Motor Vehicle,17300 1A AVE     ,8,2014
15763,Shoplifting,6900 KING GEORGE BLVD    ,8,2014
15764,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
15765,Theft from Motor Vehicle,14300 17TH AVE     ,8,2014
15766,Break and Enter - Residence,16800 87TH AVE     ,8,2014
15767,Break and Enter - Residence,17600 66A AVE     ,8,2014
15768,Theft of Motor Vehicle,13000 73RD AVE     ,8,2014
15769,Fatal/Injury Collision,13400 72ND AVE     ,8,2014
15770,Break and Enter - Residence,9900 156TH ST     ,8,2014
15771,Break and Enter - Residence,14000 BEAR CREEK DR    ,8,2014
15772,Theft from Motor Vehicle,7000 152ND ST     ,8,2014
15773,Shoplifting,12000 NORDEL WAY     ,8,2014
15774,Shoplifting,19300 ENTERPRISE WAY     ,8,2014
15775,Theft from Motor Vehicle,5900 177B ST     ,8,2014
15776,Break and Enter - Residence,6700 132ND ST     ,8,2014
15777,Theft from Motor Vehicle,16900 104TH AVE     ,8,2014
15778,Theft of Motor Vehicle,6700 191A ST     ,8,2014
15779,Break and Enter - Residence,13800 FRASER HWY     ,8,2014
15780,Theft from Motor Vehicle,8300 128TH ST     ,8,2014
15781,Theft of Motor Vehicle,11300 WALLACE DR     ,8,2014
15782,Shoplifting,6900 KING GEORGE BLVD    ,8,2014
15783,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
15784,Theft of Motor Vehicle,7800 132ND ST     ,8,2014
15785,Fatal/Injury Collision,14000 104TH AVE     ,8,2014
15786,Fatal/Injury Collision,7400 132ND ST     ,8,2014
15787,Fatal/Injury Collision,10200 143A ST     ,8,2014
15788,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
15789,Theft from Motor Vehicle,12200 SULLIVAN ST     ,8,2014
15790,Break and Enter - Residence,13200 57TH AVE     ,8,2014
15791,Break and Enter - Residence,9000 156A ST     ,8,2014
15792,Shoplifting,6900 KING GEORGE BLVD    ,8,2014
15793,Shoplifting,1700 GUILDFORD TOWN CNTR    ,8,2014
15794,Theft from Motor Vehicle,7100 LEVY PL     ,8,2014
15795,Break and Enter - Residence,12800 68A AVE     ,8,2014
15796,Theft from Motor Vehicle,6200 175A ST     ,8,2014
15797,Theft from Motor Vehicle,13700 88TH AVE     ,8,2014
15798,Break and Enter - Residence,13900 115A AVE     ,8,2014
15799,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
15800,Theft from Motor Vehicle,12900 60TH AVE     ,8,2014
15801,Theft from Motor Vehicle,7600 128TH ST     ,8,2014
15802,Break and Enter - Residence,14100 110TH AVE     ,8,2014
15803,Theft from Motor Vehicle,10000 WHALLEY BLVD     ,8,2014
15804,Fatal/Injury Collision,15700 CROYDON DR     ,8,2014
15805,Fatal/Injury Collision,12700 KING GEORGE BLVD    ,8,2014
15806,Theft from Motor Vehicle,12100 96A AVE     ,8,2014
15807,Break and Enter - Residence,14600 81A AVE     ,8,2014
15808,Fatal/Injury Collision,14700 28TH AVE     ,8,2014
15809,Fatal/Injury Collision,14000 COLEBROOK RD     ,8,2014
15810,Theft of Motor Vehicle,6200 MORGAN PL     ,8,2014
15811,Theft from Motor Vehicle,7900 144A ST     ,8,2014
15812,Shoplifting,12100 NORDEL WAY     ,8,2014
15813,Fatal/Injury Collision,13400 79TH AVE     ,8,2014
15814,Theft of Motor Vehicle,14500 32ND AVE     ,8,2014
15815,Theft from Motor Vehicle,2300 160TH ST     ,8,2014
15816,Shoplifting,9600 152ND ST     ,8,2014
15817,Theft of Motor Vehicle,13500 73RD AVE     ,8,2014
15818,Theft of Motor Vehicle,15600 90TH AVE     ,8,2014
15819,Break and Enter - Residence,7200 129B ST     ,8,2014
15820,Theft from Motor Vehicle,7700 138TH ST     ,8,2014
15821,Shoplifting,10400 152ND ST     ,8,2014
15822,Shoplifting,15900 FRASER HWY     ,8,2014
15823,Theft from Motor Vehicle,14000 72ND AVE     ,8,2014
15824,Shoplifting,9000 152ND ST     ,8,2014
15825,Theft from Motor Vehicle,10500 144TH ST     ,8,2014
15826,Fatal/Injury Collision,2400 152ND ST     ,8,2014
15827,Shoplifting,10300 152ND ST     ,8,2014
15828,Shoplifting,2300 160TH ST     ,8,2014
15829,Theft of Motor Vehicle,12500 110TH AVE     ,8,2014
15830,Theft from Motor Vehicle,15600 83RD AVE     ,8,2014
15831,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
15832,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
15833,Theft from Motor Vehicle,10200 CITY PKWY     ,8,2014
15834,Break and Enter - Residence,15400 17TH AVE     ,8,2014
15835,Theft from Motor Vehicle,18600 62A AVE     ,8,2014
15836,Theft from Motor Vehicle,6000 163A ST     ,8,2014
15837,Break and Enter - Residence,13600 115TH AVE     ,8,2014
15838,Theft from Motor Vehicle,14800 58A AVE     ,8,2014
15839,Shoplifting,10700 KING GEORGE BLVD    ,8,2014
15840,Theft from Motor Vehicle,4800 131A ST     ,8,2014
15841,Fatal/Injury Collision,9300 122ND ST     ,8,2014
15842,Theft from Motor Vehicle,10000 152ND ST     ,8,2014
15843,Theft of Motor Vehicle,9400 151A ST     ,8,2014
15844,Shoplifting,10200 WHALLEY BLVD     ,8,2014
15845,Shoplifting,7200 KING GEORGE BLVD    ,8,2014
15846,Theft from Motor Vehicle,3300 151ST ST     ,8,2014
15847,Break and Enter - Residence,1900 155A ST     ,8,2014
15848,Break and Enter - Residence,2100 172ND ST     ,8,2014
15849,Break and Enter - Residence,10100 128A ST     ,8,2014
15850,Theft from Motor Vehicle,12800 85TH AVE     ,8,2014
15851,Theft of Motor Vehicle,13200 OLD YALE RD    ,8,2014
15852,Theft from Motor Vehicle,15000 BLUEBIRD CRES     ,8,2014
15853,Break and Enter - Residence,12100 82ND AVE     ,8,2014
15854,Theft from Motor Vehicle,8800 184TH ST     ,8,2014
15855,Break and Enter - Residence,9100 149TH ST     ,8,2014
15856,Break and Enter - Residence,10800 141A ST     ,8,2014
15857,Theft from Motor Vehicle,14300 60TH AVE     ,8,2014
15858,Shoplifting,14600 104TH AVE     ,8,2014
15859,Theft of Motor Vehicle,15000 97TH AVE     ,8,2014
15860,Break and Enter - Residence,17700 96TH AVE     ,8,2014
15861,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
15862,Shoplifting,1600 152ND ST     ,8,2014
15863,Theft from Motor Vehicle,11000 161A ST     ,8,2014
15864,Theft from Motor Vehicle,15300 102A AVE     ,8,2014
15865,Shoplifting,10300 152ND ST     ,8,2014
15866,Theft from Motor Vehicle,14200 16A AVE     ,8,2014
15867,Shoplifting,8000 KING GEORGE BLVD    ,8,2014
15868,Break and Enter - Residence,9300 BOTHWELL DR     ,8,2014
15869,Theft of Motor Vehicle,12600 80TH AVE     ,8,2014
15870,Break and Enter - Residence,18100 73RD AVE     ,8,2014
15871,Break and Enter - Business,11100 128TH ST     ,8,2014
15872,Break and Enter - Residence,12900 109TH AVE     ,8,2014
15873,Break and Enter - Residence,13200 KING GEORGE BLVD    ,8,2014
15874,Break and Enter - Residence,8400 121A ST     ,8,2014
15875,Shoplifting,12400 88TH AVE     ,8,2014
15876,Theft of Motor Vehicle,7700 144TH ST     ,8,2014
15877,Theft of Motor Vehicle,12200 92ND AVE     ,8,2014
15878,Theft of Motor Vehicle,12300 104TH AVE     ,8,2014
15879,Theft from Motor Vehicle,13700 96TH AVE     ,8,2014
15880,Theft from Motor Vehicle,14500 80B AVE     ,8,2014
15881,Theft from Motor Vehicle,5800 177B ST     ,8,2014
15882,Theft of Motor Vehicle,2900 KING GEORGE BLVD    ,8,2014
15883,Theft from Motor Vehicle,1800 168TH ST     ,8,2014
15884,Fatal/Injury Collision,14200 100A AVE     ,8,2014
15885,Theft from Motor Vehicle,5800 177B ST     ,8,2014
15886,Shoplifting,13600 102ND AVE     ,8,2014
15887,Shoplifting,6900 KING GEORGE BLVD    ,8,2014
15888,Theft from Motor Vehicle,7100 133RD ST     ,8,2014
15889,Theft of Motor Vehicle,13400 KING GEORGE BLVD    ,8,2014
15890,Theft from Motor Vehicle,4600 KING GEORGE BLVD    ,8,2014
15891,Theft from Motor Vehicle,12100 84TH AVE     ,8,2014
15892,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
15893,Theft of Motor Vehicle,7000 144B ST     ,8,2014
15894,Theft from Motor Vehicle,10100 KING GEORGE BLVD    ,8,2014
15895,Theft from Motor Vehicle,5700 176TH ST     ,8,2014
15896,Theft from Motor Vehicle,8300 140TH ST     ,8,2014
15897,Shoplifting,12700 110TH AVE     ,8,2014
15898,Theft of Motor Vehicle,13200 89TH AVE     ,8,2014
15899,Theft from Motor Vehicle,8600 KING GEORGE BLVD    ,8,2014
15900,Theft of Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
15901,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
15902,Shoplifting,1000 GUILDFORD TOWN CTR    ,8,2014
15903,Theft of Motor Vehicle,12900 106TH AVE     ,8,2014
15904,Theft of Motor Vehicle,14100 PARK DR     ,8,2014
15905,Break and Enter - Residence,4700 190TH ST     ,8,2014
15906,Theft from Motor Vehicle,9900 132A ST     ,8,2014
15907,Theft from Motor Vehicle,14300 103RD AVE     ,8,2014
15908,Theft of Motor Vehicle,14800 101A AVE     ,8,2014
15909,Theft from Motor Vehicle,9100 162ND ST     ,8,2014
15910,Break and Enter - Residence,13700 74TH AVE     ,8,2014
15911,Fatal/Injury Collision,5700 172ND ST     ,8,2014
15912,Shoplifting,10300 152ND ST     ,8,2014
15913,Theft of Motor Vehicle,13300 72ND AVE     ,8,2014
15914,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
15915,Theft of Motor Vehicle,13300 OLD YALE RD    ,8,2014
15916,Break and Enter - Residence,1400 172ND ST     ,8,2014
15917,Fatal/Injury Collision,11000 124TH ST     ,8,2014
15918,Theft of Motor Vehicle,7400 KING GEORGE BLVD    ,8,2014
15919,Theft from Motor Vehicle,13900 ANTRIM RD     ,8,2014
15920,Theft of Motor Vehicle,11000 130A ST     ,8,2014
15921,Theft from Motor Vehicle,19000 94TH AVE     ,8,2014
15922,Fatal/Injury Collision,7900 132ND ST     ,8,2014
15923,Shoplifting,10300 152ND ST     ,8,2014
15924,Shoplifting,7400 KING GEORGE BLVD    ,8,2014
15925,Shoplifting,10200 KING GEORGE BLVD    ,8,2014
15926,Theft from Motor Vehicle,12300 PATTULLO PL     ,8,2014
15927,Break and Enter - Residence,13100 112TH AVE     ,8,2014
15928,Break and Enter - Residence,17400 62A AVE     ,8,2014
15929,Theft from Motor Vehicle,13600 100TH AVE     ,8,2014
15930,Theft from Motor Vehicle,10500 153RD ST     ,8,2014
15931,Fatal/Injury Collision,7800 122ND ST     ,8,2014
15932,Shoplifting,10300 152ND ST     ,8,2014
15933,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
15934,Theft from Motor Vehicle,13900 74TH AVE     ,8,2014
15935,Shoplifting,14600 104TH AVE     ,8,2014
15936,Theft from Motor Vehicle,7300 194A ST     ,8,2014
15937,Theft of Motor Vehicle,8700 159TH ST     ,8,2014
15938,Theft from Motor Vehicle,2500 152ND ST     ,8,2014
15939,Theft of Motor Vehicle,10900 132ND ST     ,8,2014
15940,Break and Enter - Residence,12300 59A AVE     ,8,2014
15941,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
15942,Break and Enter - Residence,15900 26TH AVE     ,8,2014
15943,Theft from Motor Vehicle,11100 161A ST     ,8,2014
15944,Theft from Motor Vehicle,12600 91ST AVE     ,8,2014
15945,Break and Enter - Business,7500 120TH ST     ,8,2014
15946,Theft from Motor Vehicle,14100 75A AVE     ,8,2014
15947,Theft of Motor Vehicle,9600 123A ST     ,8,2014
15948,Break and Enter - Residence,15300 105TH AVE     ,8,2014
15949,Shoplifting,17700 64TH AVE     ,8,2014
15950,Fatal/Injury Collision,12500 82ND AVE     ,8,2014
15951,Theft of Motor Vehicle,13300 76TH AVE     ,8,2014
15952,Break and Enter - Residence,13800 FRASER HWY     ,8,2014
15953,Break and Enter - Residence,2900 KING GEORGE BLVD    ,8,2014
15954,Break and Enter - Residence,12700 114B AVE     ,8,2014
15955,Break and Enter - Residence,12900 58B AVE     ,8,2014
15956,Theft from Motor Vehicle,11000 147A ST     ,8,2014
15957,Shoplifting,12100 NORDEL WAY     ,8,2014
15958,Shoplifting,7100 138TH ST     ,8,2014
15959,Theft from Motor Vehicle,19500 COLEBROOK RD     ,8,2014
15960,Theft of Motor Vehicle,6200 120TH ST     ,8,2014
15961,Theft from Motor Vehicle,16000 98B AVE     ,8,2014
15962,Shoplifting,10400 152ND ST     ,8,2014
15963,Break and Enter - Residence,15100 108TH AVE     ,8,2014
15964,Theft from Motor Vehicle,10300 149TH ST     ,8,2014
15965,Shoplifting,10300 152ND ST     ,8,2014
15966,Theft of Motor Vehicle,11100 158TH ST     ,8,2014
15967,Theft from Motor Vehicle,12800 85TH AVE     ,8,2014
15968,Break and Enter - Residence,13600 100TH AVE     ,8,2014
15969,Shoplifting,13700 104TH AVE     ,8,2014
15970,Shoplifting,10200 KING GEORGE BLVD    ,8,2014
15971,Theft from Motor Vehicle,13000 106A AVE     ,8,2014
15972,Break and Enter - Residence,14300 108TH AVE     ,8,2014
15973,Fatal/Injury Collision,18600 64TH AVE     ,8,2014
15974,Break and Enter - Business,13400 KING GEORGE BLVD    ,8,2014
15975,Theft from Motor Vehicle,13700 LARNER RD     ,8,2014
15976,Break and Enter - Residence,13900 70TH AVE     ,8,2014
15977,Theft from Motor Vehicle,14800 17TH AVE     ,8,2014
15978,Theft of Motor Vehicle,16100 90TH AVE     ,8,2014
15979,Break and Enter - Residence,14900 62ND AVE     ,8,2014
15980,Theft of Motor Vehicle,7500 KING GEORGE BLVD    ,8,2014
15981,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
15982,Theft from Motor Vehicle,3700 156TH ST     ,8,2014
15983,Break and Enter - Residence,13200 28TH AVE     ,8,2014
15984,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
15985,Theft of Motor Vehicle,9200 160A ST     ,8,2014
15986,Theft from Motor Vehicle,13200 COMBER WAY     ,8,2014
15987,Theft from Motor Vehicle,8200 129TH ST     ,8,2014
15988,Shoplifting,10300 152ND ST     ,8,2014
15989,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
15990,Theft from Motor Vehicle,15500 86TH AVE     ,8,2014
15991,Theft of Motor Vehicle,18700 88TH AVE     ,8,2014
15992,Shoplifting,1000 GUILDFORD TOWN CTR    ,8,2014
15993,Theft from Motor Vehicle,12300 84TH AVE     ,8,2014
15994,Theft from Motor Vehicle,12400 75TH AVE     ,8,2014
15995,Shoplifting,17400 56TH AVE     ,8,2014
15996,Theft of Motor Vehicle,9600 134TH ST     ,8,2014
15997,Theft from Motor Vehicle,9700 152B ST     ,8,2014
15998,Theft from Motor Vehicle,14300 57TH AVE     ,8,2014
15999,Shoplifting,15800 26TH AVE     ,8,2014
16000,Break and Enter - Residence,1000 GUILDFORD TOWN CTR    ,8,2014
16001,Theft from Motor Vehicle,6900 150TH ST     ,8,2014
16002,Theft from Motor Vehicle,8900 135A ST     ,8,2014
16003,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
16004,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16005,Theft from Motor Vehicle,11000 132ND ST     ,8,2014
16006,Theft from Motor Vehicle,12500 110TH AVE     ,8,2014
16007,Theft from Motor Vehicle,13700 74TH AVE     ,8,2014
16008,Theft from Motor Vehicle,14200 62ND AVE     ,8,2014
16009,Shoplifting,14600 104TH AVE     ,8,2014
16010,Theft of Motor Vehicle,10100 KING GEORGE BLVD    ,8,2014
16011,Theft of Motor Vehicle,9300 121ST ST     ,8,2014
16012,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
16013,Break and Enter - Residence,8200 KING GEORGE BLVD    ,8,2014
16014,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16015,Theft from Motor Vehicle,16200 93A AVE     ,8,2014
16016,Break and Enter - Residence,12100 75A AVE     ,8,2014
16017,Shoplifting,12700 110TH AVE     ,8,2014
16018,Break and Enter - Residence,17100 104TH AVE     ,8,2014
16019,Shoplifting,9500 120TH ST     ,8,2014
16020,Theft from Motor Vehicle,6400 184A ST     ,8,2014
16021,Shoplifting,12800 96TH AVE     ,8,2014
16022,Shoplifting,10200 KING GEORGE BLVD    ,8,2014
16023,Fatal/Injury Collision,10500 KING GEORGE BLVD    ,8,2014
16024,Break and Enter - Residence,8600 171ST ST     ,8,2014
16025,Break and Enter - Business,15300 68TH AVE     ,8,2014
16026,Theft of Motor Vehicle,7600 145A ST     ,8,2014
16027,Break and Enter - Residence,17200 HILLVIEW PL     ,8,2014
16028,Theft of Motor Vehicle,4600 KING GEORGE BLVD    ,8,2014
16029,Shoplifting,10200 KING GEORGE BLVD    ,8,2014
16030,Theft of Motor Vehicle,12300 84TH AVE     ,8,2014
16031,Shoplifting,10300 152ND ST     ,8,2014
16032,Theft of Motor Vehicle,14600 68TH AVE     ,8,2014
16033,Break and Enter - Residence,6000 136TH ST     ,8,2014
16034,Theft from Motor Vehicle,18300 HUNTER PL     ,8,2014
16035,Shoplifting,1700 GUILDFORD TOWN CNTR    ,8,2014
16036,Theft of Motor Vehicle,12500 88TH AVE     ,8,2014
16037,Theft of Motor Vehicle,19400 71A AVE     ,8,2014
16038,Shoplifting,2300 GUILDFORD TOWN CNTR    ,8,2014
16039,Break and Enter - Residence,15100 108TH AVE     ,8,2014
16040,Theft from Motor Vehicle,7100 121ST ST     ,8,2014
16041,Theft from Motor Vehicle,10000 SCOTT RD     ,8,2014
16042,Shoplifting,12800 96TH AVE     ,8,2014
16043,Theft from Motor Vehicle,10900 141A ST     ,8,2014
16044,Fatal/Injury Collision,15100 70A AVE     ,8,2014
16045,Fatal/Injury Collision,10100 KING GEORGE BLVD    ,8,2014
16046,Break and Enter - Business,13300 COMBER WAY     ,8,2014
16047,Break and Enter - Residence,14100 77TH AVE     ,8,2014
16048,Theft of Motor Vehicle,12500 110TH AVE     ,8,2014
16049,Theft from Motor Vehicle,16200 60TH AVE     ,8,2014
16050,Shoplifting,10300 KING GEORGE BLVD    ,8,2014
16051,Theft of Motor Vehicle,8700 160TH ST     ,8,2014
16052,Theft of Motor Vehicle,13900 79A AVE     ,8,2014
16053,Break and Enter - Residence,2700 127TH ST     ,8,2014
16054,Break and Enter - Residence,13800 FRASER HWY     ,8,2014
16055,Shoplifting,6900 KING GEORGE BLVD    ,8,2014
16056,Shoplifting,14600 104TH AVE     ,8,2014
16057,Theft of Motor Vehicle,13400 68TH AVE     ,8,2014
16058,Shoplifting,14600 104TH AVE     ,8,2014
16059,Fatal/Injury Collision,16600 61ST AVE     ,8,2014
16060,Break and Enter - Residence,13500 GATEWAY DR     ,8,2014
16061,Break and Enter - Residence,1900 144TH ST     ,8,2014
16062,Shoplifting,7100 138TH ST     ,8,2014
16063,Theft from Motor Vehicle,7400 148TH ST     ,8,2014
16064,Break and Enter - Residence,9400 173A ST     ,8,2014
16065,Theft of Motor Vehicle,12700 66TH AVE     ,8,2014
16066,Shoplifting,12700 110TH AVE     ,8,2014
16067,Break and Enter - Residence,13200 104TH AVE     ,8,2014
16068,Theft from Motor Vehicle,12600 98TH AVE     ,8,2014
16069,Break and Enter - Residence,15700 87A AVE     ,8,2014
16070,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
16071,Break and Enter - Residence,6600 120TH ST     ,8,2014
16072,Theft of Motor Vehicle,7100 143A ST     ,8,2014
16073,Theft of Motor Vehicle,13400 102ND AVE     ,8,2014
16074,Shoplifting,1600 152ND ST     ,8,2014
16075,Break and Enter - Residence,19400 72A AVE     ,8,2014
16076,Theft from Motor Vehicle,2500 144TH ST     ,8,2014
16077,Shoplifting,10200 KING GEORGE BLVD    ,8,2014
16078,Shoplifting,10300 152ND ST     ,8,2014
16079,Theft from Motor Vehicle,9500 PRINCE CHARLES BLVD    ,8,2014
16080,Theft of Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16081,Shoplifting,7500 KING GEORGE BLVD    ,8,2014
16082,Theft of Motor Vehicle,5500 188TH ST     ,8,2014
16083,Theft from Motor Vehicle,1400 136TH ST     ,8,2014
16084,Break and Enter - Residence,18500 64B AVE     ,8,2014
16085,Theft of Motor Vehicle,12600 110TH AVE     ,8,2014
16086,Theft from Motor Vehicle,10600 HOLLY PARK LANE    ,8,2014
16087,Break and Enter - Residence,1700 SOUTHMERE CRES     ,8,2014
16088,Theft of Motor Vehicle,9400 128TH ST     ,8,2014
16089,Break and Enter - Residence,10600 137A ST     ,8,2014
16090,Shoplifting,12000 NORDEL WAY     ,8,2014
16091,Fatal/Injury Collision,2300 KING GEORGE BLVD    ,8,2014
16092,Theft from Motor Vehicle,8400 141A ST     ,8,2014
16093,Shoplifting,1600 152ND ST     ,8,2014
16094,Shoplifting,1600 152ND ST     ,8,2014
16095,Shoplifting,2300 160TH ST     ,8,2014
16096,Theft from Motor Vehicle,6200 120TH ST     ,8,2014
16097,Theft from Motor Vehicle,13200 108TH AVE     ,8,2014
16098,Break and Enter - Residence,16100 CREEKSIDE GRV     ,8,2014
16099,Break and Enter - Residence,16600 85B AVE     ,8,2014
16100,Shoplifting,1700 152ND ST     ,8,2014
16101,Theft from Motor Vehicle,9800 160TH ST     ,8,2014
16102,Theft from Motor Vehicle,6300 124TH ST     ,8,2014
16103,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16104,Theft from Motor Vehicle,2800 156TH ST     ,8,2014
16105,Theft from Motor Vehicle,6000 GREENSIDE DR E    ,8,2014
16106,Break and Enter - Residence,9300 122ND ST     ,8,2014
16107,Fatal/Injury Collision,14300 67A AVE     ,8,2014
16108,Theft of Motor Vehicle,2200 130TH ST     ,8,2014
16109,Theft from Motor Vehicle,7400 144TH ST     ,8,2014
16110,Break and Enter - Residence,14100 57A AVE     ,8,2014
16111,Break and Enter - Residence,16400 64TH AVE     ,8,2014
16112,Shoplifting,10700 KING GEORGE BLVD    ,8,2014
16113,Shoplifting,7300 KING GEORGE BLVD    ,8,2014
16114,Break and Enter - Residence,13700 74TH AVE     ,8,2014
16115,Break and Enter - Residence,10800 130A ST     ,8,2014
16116,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16117,Theft from Motor Vehicle,6600 185A ST     ,8,2014
16118,Theft of Motor Vehicle,13100 73RD AVE     ,8,2014
16119,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16120,Break and Enter - Residence,15900 86A AVE     ,8,2014
16121,Theft from Motor Vehicle,100 HWY 99     ,8,2014
16122,Break and Enter - Residence,15900 26TH AVE     ,8,2014
16123,Shoplifting,1600 152ND ST     ,8,2014
16124,Theft from Motor Vehicle,9000 152ND ST     ,8,2014
16125,Theft from Motor Vehicle,9600 151B ST     ,8,2014
16126,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16127,Shoplifting,1700 152ND ST     ,8,2014
16128,Shoplifting,10000 152ND ST     ,8,2014
16129,Theft from Motor Vehicle,19400 72ND AVE     ,8,2014
16130,Theft from Motor Vehicle,9200 158TH ST     ,8,2014
16131,Theft of Motor Vehicle,14600 80A AVE     ,8,2014
16132,Break and Enter - Residence,15800 93A AVE     ,8,2014
16133,Theft of Motor Vehicle,7600 140A ST     ,8,2014
16134,Theft from Motor Vehicle,13300 104TH AVE     ,8,2014
16135,Theft from Motor Vehicle,10200 KING GEORGE BLVD    ,8,2014
16136,Shoplifting,15300 24TH AVE     ,8,2014
16137,Break and Enter - Residence,13400 113TH AVE     ,8,2014
16138,Shoplifting,8800 152ND ST     ,8,2014
16139,Shoplifting,10100 KING GEORGE BLVD    ,8,2014
16140,Fatal/Injury Collision,10300 152ND ST     ,8,2014
16141,Break and Enter - Residence,5800 122ND ST     ,8,2014
16142,Theft from Motor Vehicle,6900 144A ST     ,8,2014
16143,Break and Enter - Residence,7300 PARKWOOD DR     ,8,2014
16144,Break and Enter - Residence,12200 73A AVE     ,8,2014
16145,Theft of Motor Vehicle,6600 120TH ST     ,8,2014
16146,Theft from Motor Vehicle,9200 138TH ST     ,8,2014
16147,Break and Enter - Residence,14700 60TH AVE     ,8,2014
16148,Theft from Motor Vehicle,15700 CROYDON DR     ,8,2014
16149,Break and Enter - Residence,18000 21A AVE     ,8,2014
16150,Shoplifting,10200 WHALLEY BLVD     ,8,2014
16151,Shoplifting,10400 152ND ST     ,8,2014
16152,Theft from Motor Vehicle,13300 105TH AVE     ,8,2014
16153,Shoplifting,15300 24TH AVE     ,8,2014
16154,Theft of Motor Vehicle,13400 OLD YALE RD    ,8,2014
16155,Shoplifting,14600 104TH AVE     ,8,2014
16156,Theft from Motor Vehicle,3600 KING GEORGE BLVD    ,8,2014
16157,Break and Enter - Residence,9600 134TH ST     ,8,2014
16158,Theft from Motor Vehicle,14900 99A AVE     ,8,2014
16159,Theft from Motor Vehicle,4600 KING GEORGE BLVD    ,8,2014
16160,Theft from Motor Vehicle,19100 69TH AVE     ,8,2014
16161,Theft of Motor Vehicle,2900 KING GEORGE BLVD    ,8,2014
16162,Break and Enter - Business,13400 KING GEORGE BLVD    ,8,2014
16163,Fatal/Injury Collision,7500 128TH ST     ,8,2014
16164,Break and Enter - Business,13400 KING GEORGE BLVD    ,8,2014
16165,Theft of Motor Vehicle,9800 KING GEORGE BLVD    ,8,2014
16166,Theft from Motor Vehicle,7700 164TH ST     ,8,2014
16167,Theft from Motor Vehicle,10800 163RD ST     ,8,2014
16168,Break and Enter - Business,11400 BRIDGEVIEW DR     ,8,2014
16169,Theft of Motor Vehicle,13400 KING GEORGE BLVD    ,8,2014
